word1	relation	word2	gloss1	gloss2
pull%2:35:02::	event	pull%1:04:00::	direct toward itself or oneself by means...	the act of pulling; applying force to mo...
pull%2:35:00::	event	pull%1:04:00::	"cause to move by pulling; ""draw a wagon""..."	the act of pulling; applying force to mo...
pull%2:29:00::	event	pull%1:26:00::	"strain abnormally; ""I pulled a muscle in..."	a sharp strain on muscles or ligaments; ...
pulse%2:38:00::	event	pulse%1:28:00::	expand and contract rhythmically; beat r...	the rate at which the heart beats; usual...
pulse%2:38:00::	event	pulse%1:11:00::	expand and contract rhythmically; beat r...	the rhythmic contraction and expansion o...
pulse%2:36:00::	event	pulse%1:11:01::	produce or modulate (as electromagnetic ...	(electronics) a sharp transient wave in ...
pun%2:36:00::	event	pun%1:10:00::	"make a play on words; ""Japanese like to ..."	"a humorous play on words; ""I do it for t..."
punch%2:35:00::	event	punch%1:04:00::	"deliver a quick blow to; ""he punched me ..."	"(boxing) a blow with the fist; ""I gave h..."
puncture%2:35:00::	event	puncture%1:04:00::	pierce with a pointed object; make a hol...	the act of puncturing or perforating
puncture%2:35:00::	event	puncture%1:11:00::	pierce with a pointed object; make a hol...	loss of air pressure in a tire when a ho...
puncture%2:30:00::	event	puncture%1:11:00::	cause to lose air pressure or collapse b...	loss of air pressure in a tire when a ho...
puncture%2:30:03::	event	puncture%1:11:00::	"be pierced or punctured; ""The tire punct..."	loss of air pressure in a tire when a ho...
puncture%2:30:03::	event	puncture%1:04:00::	"be pierced or punctured; ""The tire punct..."	the act of puncturing or perforating
punt%2:35:01::	event	punt%1:04:00::	kick the ball	(football) a kick in which the football ...
purchase%2:40:00::	event	purchase%1:04:00::	obtain by purchase; acquire by means of ...	the acquisition of something for payment...
purge%2:32:00::	event	purge%1:04:01::	clear of a charge	the act of clearing yourself (or another...
purge%2:30:04::	event	purge%1:04:01::	"make pure or free from sin or guilt; ""he..."	the act of clearing yourself (or another...
purge%2:30:00::	event	purge%1:04:00::	"rid of impurities; ""purge the water""; ""p..."	an act of removing by cleansing; ridding...
purge%2:30:03::	event	purge%1:04:00::	"rinse, clean, or empty with a liquid; ""f..."	an act of removing by cleansing; ridding...
purl%2:36:02::	event	purl%1:06:00::	knit with a purl stitch	a basic knitting stitch
purpose%2:31:01::	event	purpose%1:09:00::	"propose or intend; ""I aim to arrive at n..."	an anticipated outcome that is intended ...
purr%2:32:00::	event	purr%1:11:00::	indicate pleasure by purring; characteri...	a low vibrating sound typical of a conte...
push%2:38:08::	event	push%1:04:00::	"move strenuously and with effort; ""The c..."	the act of applying force in order to mo...
push%2:38:02::	event	push%1:04:00::	press against forcefully without moving;...	the act of applying force in order to mo...
push%2:38:00::	event	push%1:04:00::	"move with force, ""He pushed the table in..."	the act of applying force in order to mo...
push%2:35:06::	event	push%1:04:00::	make strenuous pushing movements during ...	the act of applying force in order to mo...
push_back%2:35:00::	event	push_back%1:04:00::	cause to move back by force or influence...	the act of forcing the enemy to withdraw...
putt%2:35:01::	event	putt%1:04:00::	"hit a putt; ""he lost because he putted s..."	hitting a golf ball that is on the green...
putt%2:35:00::	event	putt%1:04:00::	"strike (a golf ball) lightly, with a put..."	hitting a golf ball that is on the green...
puzzle%2:37:03::	event	puzzle%1:10:00::	be uncertain about; think about without ...	a particularly baffling problem that is ...
puzzle%2:31:00::	event	puzzle%1:10:00::	"be a mystery or bewildering to; ""This be..."	a particularly baffling problem that is ...
quack%2:32:00::	event	quack%1:11:00::	"utter quacking noises; ""The ducks quacke..."	the harsh sound of a duck
quaff%2:34:00::	event	quaff%1:13:00::	to swallow hurriedly or greedily or in o...	a hearty draft
quake%2:38:02::	event	quake%1:11:00::	"shake with seismic vibrations; ""The eart..."	shaking and vibration at the surface of ...
quarantine%2:30:00::	event	quarantine%1:04:00::	"place into enforced isolation, as for me..."	isolation to prevent the spread of infec...
quarantine%2:30:00::	event	quarantine%1:26:00::	"place into enforced isolation, as for me..."	enforced isolation of patients suffering...
quarrel%2:32:00::	event	quarrel%1:10:00::	"have a disagreement over something; ""We ..."	"an angry dispute; ""they had a quarrel""; ..."
quaver%2:32:01::	event	quaver%1:11:00::	"give off unsteady sounds, alternating in..."	a tremulous sound
quaver%2:32:00::	event	quaver%1:10:00::	"sing or play with trills, alternating wi..."	a musical note having the time value of ...
query%2:32:00::	event	query%1:10:00::	pose a question	"an instance of questioning; ""there was a..."
quest%2:40:00::	event	quest%1:04:00::	"make a search (for); ""Things that die wi..."	"the act of searching for something; ""a q..."
question%2:32:02::	event	question%1:07:00::	place in doubt or express doubtful specu...	uncertainty about the truth or factualit...
question%2:32:01::	event	question%1:07:00::	"challenge the accuracy, probity, or prop..."	uncertainty about the truth or factualit...
question%2:32:09::	event	question%1:10:00::	"conduct an interview in television, news..."	"an instance of questioning; ""there was a..."
question%2:32:03::	event	question%1:10:03::	"pose a series of questions to; ""The susp..."	a sentence of inquiry that asks for a re...
question%2:32:03::	event	question%1:10:00::	"pose a series of questions to; ""The susp..."	"an instance of questioning; ""there was a..."
question%2:32:00::	event	question%1:10:03::	pose a question	a sentence of inquiry that asks for a re...
question%2:32:00::	event	question%1:10:00::	pose a question	"an instance of questioning; ""there was a..."
quibble%2:32:01::	event	quibble%1:10:00::	evade the truth of a point or question b...	an evasion of the point of an argument b...
quickstep%2:38:00::	event	quickstep%1:04:01::	perform a quickstep	a ballroom dance with both quick and slo...
quiet%2:39:00::	event	quiet%1:07:02::	"become quiet or quieter; ""The audience f..."	"the absence of sound; ""he needed silence..."
quip%2:32:00::	event	quip%1:10:00::	"make jokes or quips; ""The students were ..."	witty remark
quip%2:32:00::	event	quip%1:10:01::	"make jokes or quips; ""The students were ..."	a witty saying
quiver%2:38:00::	event	quiver%1:04:00::	"shake with fast, tremulous movements; ""H..."	the act of vibrating
quiver%2:38:00::	event	quiver%1:26:00::	"shake with fast, tremulous movements; ""H..."	"a shaky motion; ""the shaking of his fing..."
quiz%2:32:00::	event	quiz%1:10:00::	examine someone's knowledge of something...	an examination consisting of a few short...
quote%2:32:00::	event	quote%1:10:01::	"repeat a passage from; ""He quoted the Bi..."	a passage or expression that is quoted o...
race%2:33:00::	event	race%1:11:00::	"compete in a race; ""he is running the Ma..."	"a contest of speed; ""the race is to the ..."
race%2:33:00::	event	race%1:11:01::	"compete in a race; ""he is running the Ma..."	"any competition; ""the race for the presi..."
rack%2:38:00::	event	rack%1:04:00::	"go at a rack; ""the horses single-footed""..."	a rapid gait of a horse in which each fo...
racket%2:41:00::	event	racket%1:11:00::	"celebrate noisily, often indulging in dr..."	a loud and disturbing noise
racket%2:39:00::	event	racket%1:11:00::	make loud and annoying noises	a loud and disturbing noise
raffle%2:40:00::	event	raffle%1:04:00::	"dispose of in a lottery; ""We raffled off..."	a lottery in which the prizes are goods ...
rag%2:36:00::	event	rag%1:10:01::	"play in ragtime; ""rag that old tune"""	music with a syncopated melody (usually ...
rage%2:42:01::	event	rage%1:26:00::	"behave violently, as if in state of a gr..."	"a state of extreme anger; ""she fell into..."
rage%2:42:00::	event	rage%1:26:01::	be violent; as of fires and storms	"violent state of the elements; ""the sea ..."
raid%2:41:00::	event	raid%1:04:00::	"search without warning, make a sudden su..."	a sudden short attack
raid%2:40:02::	event	raid%1:04:01::	take over (a company) by buying a contro...	an attempt by speculators to defraud inv...
rain%2:43:00::	event	rain%1:27:00::	"precipitate as rain; ""If it rains much m..."	drops of fresh water that fall as precip...
rain%2:43:00::	event	rain%1:19:00::	"precipitate as rain; ""If it rains much m..."	water falling in drops from vapor conden...
raise%2:38:00::	event	raise%1:04:00::	raise from a lower to a higher position;...	"the act of raising something; ""he respon..."
raise%2:38:02::	event	raise%1:04:00::	"move upwards; ""lift one's eyes"""	"the act of raising something; ""he respon..."
raise%2:33:09::	event	raise%1:04:01::	bid (one's partner's suit) at a higher l...	increasing the size of a bet (as in poke...
raise%2:30:01::	event	raise%1:07:00::	raise the level or amount of something; ...	"the amount a salary is increased; ""he go..."
rally%2:35:01::	event	rally%1:04:01::	"gather or bring together; ""muster the co..."	the feat of mustering strength for a ren...
rally%2:30:00::	event	rally%1:22:00::	"return to a former condition; ""The jilte..."	a marked recovery of strength or spirits...
ramble%2:38:01::	event	ramble%1:04:00::	move about aimlessly or without any dest...	an aimless amble on a winding course
rampage%2:41:00::	event	rampage%1:04:00::	"act violently, recklessly, or destructiv..."	violently angry and destructive behavior...
range%2:42:01::	event	range%1:14:00::	"change or be different within limits; ""E..."	a variety of different things or activit...
ransom%2:40:00::	event	ransom%1:04:00::	exchange or buy back for money; under th...	the act of freeing from captivity or pun...
ransom%2:40:00::	event	ransom%1:04:01::	exchange or buy back for money; under th...	payment for the release of someone
rant%2:32:00::	event	rant%1:10:00::	"talk in a noisy, excited, or declamatory..."	pompous or pretentious talk or writing
rant%2:32:00::	event	rant%1:10:01::	"talk in a noisy, excited, or declamatory..."	a loud bombastic declamation expressed w...
rap%2:39:00::	event	rap%1:11:01::	"make light, repeated taps on a surface; ..."	a gentle blow
rap%2:36:10::	event	rap%1:10:02::	perform rap music	genre of African-American music of the 1...
rap%2:35:00::	event	rap%1:04:00::	"strike sharply; ""rap him on the knuckles..."	"the act of hitting vigorously; ""he gave ..."
rap%2:35:00::	event	rap%1:11:01::	"strike sharply; ""rap him on the knuckles..."	a gentle blow
rap%2:32:00::	event	rap%1:10:01::	talk volubly	voluble conversation
rape%2:41:00::	event	rape%1:04:00::	force (someone) to have sex against thei...	the crime of forcing a woman to submit t...
rape%2:35:01::	event	rape%1:04:01::	"destroy and strip of its possession; ""Th..."	the act of despoiling a country in warfa...
rasp%2:32:00::	event	rasp%1:10:00::	utter in a grating voice	uttering in an irritated tone
ration%2:40:01::	event	ration%1:13:01::	restrict the consumption of a relatively...	the food allowance for one day (especial...
rattle%2:39:00::	event	rattle%1:11:00::	make short successive sounds	a rapid series of short loud sounds (as ...
ravage%2:30:00::	event	ravage%1:11:00::	make a pillaging or destructive raid on ...	"(usually plural) a destructive action; ""..."
ravage%2:30:01::	event	ravage%1:11:00::	cause extensive destruction or ruin utte...	"(usually plural) a destructive action; ""..."
rave%2:41:00::	event	rave%1:11:00::	participate in an all-night techno dance...	a dance party that lasts all night and e...
rave%2:32:00::	event	rave%1:10:00::	"praise enthusiastically; ""She raved abou..."	"an extravagantly enthusiastic review; ""h..."
ravel%2:35:01::	event	ravel%1:11:00::	"disentangle; ""can you unravel the myster..."	"a row of unravelled stitches; ""she got a..."
ravel%2:35:00::	event	ravel%1:11:00::	"tangle or complicate; ""a ravelled story""..."	"a row of unravelled stitches; ""she got a..."
ray%2:43:00::	event	ray%1:19:00::	"emit as rays; ""That tower rays a laser b..."	a column of light (as from a beacon)
ray%2:42:00::	event	ray%1:25:00::	extend or spread outward from a center o...	(mathematics) a straight line extending ...
ray%2:30:01::	event	ray%1:19:01::	"expose to radiation; ""irradiate food"""	a group of nearly parallel lines of elec...
reach%2:35:00::	event	reach%1:04:00::	move forward or upward in order to touch...	the act of physically reaching or thrust...
rebate%2:40:00::	event	rebate%1:21:00::	give a reduction in the price during a s...	a refund of some fraction of the amount ...
rebound%2:38:00::	event	rebound%1:11:00::	spring back; spring away from an impact;...	a movement back from an impact
rebound%2:30:00::	event	rebound%1:04:01::	"return to a former condition; ""The jilte..."	a reaction to a crisis or setback or fru...
rebuff%2:33:00::	event	rebuff%1:10:00::	"force or drive back; ""repel the attacker..."	an instance of driving away or warding o...
rebuff%2:32:00::	event	rebuff%1:04:00::	"reject outright and bluntly; ""She snubbe..."	a deliberate discourteous act (usually a...
rebuke%2:32:00::	event	rebuke%1:10:00::	"censure severely or angrily; ""The mother..."	an act or expression of criticism and ce...
recall%2:32:02::	event	recall%1:04:01::	"summon to return; ""The ambassador was re..."	the act of removing an official by petit...
recall%2:31:00::	event	recall%1:09:00::	recall knowledge from memory; have a rec...	the process of remembering (especially t...
recap%2:32:00::	event	recap%1:10:00::	"summarize briefly; ""Let's recapitulate t..."	a summary at the end that repeats the su...
recapture%2:40:00::	event	recapture%1:04:00::	"take back by force, as after a battle; ""..."	the act of taking something back
recapture%2:35:00::	event	recapture%1:04:00::	"capture again; ""recapture the escaped pr..."	the act of taking something back
receipt%2:32:00::	event	receipt%1:10:00::	"report the receipt of; ""The program comm..."	an acknowledgment (usually tangible) tha...
receipt%2:32:00::	event	receipt%1:04:00::	"report the receipt of; ""The program comm..."	the act of receiving
receipt%2:31:00::	event	receipt%1:10:00::	mark or stamp as paid	an acknowledgment (usually tangible) tha...
recess%2:30:00::	event	recess%1:04:00::	"close at the end of a session; ""The cour..."	a pause from doing something (as work); ...
recoil%2:38:01::	event	recoil%1:11:00::	spring back; spring away from an impact;...	a movement back from an impact
recoil%2:35:00::	event	recoil%1:11:01::	"spring back, as from a forceful thrust; ..."	the backward jerk of a gun when it is fi...
recompense%2:40:00::	event	recompense%1:04:00::	"make payment to; compensate; ""My efforts..."	the act of compensating for service or l...
recompense%2:40:00::	event	recompense%1:21:00::	"make payment to; compensate; ""My efforts..."	payment or reward (as for service render...
recount%2:32:02::	event	recount%1:04:00::	"count again; ""We had to recount all the ..."	an additional (usually a second) count; ...
redress%2:41:00::	event	redress%1:04:00::	"make reparations or amends for; ""right a..."	act of correcting an error or a fault or...
redress%2:41:00::	event	redress%1:21:00::	"make reparations or amends for; ""right a..."	a sum of money paid in compensation for ...
reek%2:39:00::	event	reek%1:09:00::	"smell badly and offensively; ""The buildi..."	a distinctive odor that is offensively u...
reform%2:30:04::	event	reform%1:04:02::	"bring, lead, or force to abandon a wrong..."	self-improvement in behavior or morals b...
reform%2:30:08::	event	reform%1:04:00::	improve by alteration or correction of e...	a change for the better as a result of c...
reform%2:30:00::	event	reform%1:04:01::	make changes for improvement in order to...	a campaign aimed to correct abuses or ma...
reform%2:30:00::	event	reform%1:04:00::	make changes for improvement in order to...	a change for the better as a result of c...
reform%2:30:03::	event	reform%1:04:02::	"change for the better; ""The lazy student..."	self-improvement in behavior or morals b...
refund%2:40:00::	event	refund%1:04:00::	"pay back; ""Please refund me my money"""	the act of returning money received prev...
regard%2:39:00::	event	regard%1:04:00::	look at attentively	"a long fixed look; ""he fixed his paterna..."
regress%2:30:01::	event	regress%1:04:00::	"go back to a previous state; ""We reverte..."	returning to a former state
reign%2:42:00::	event	reign%1:28:01::	"be larger in number, quantity, power, st..."	a period during which something or someb...
reign%2:41:00::	event	reign%1:28:00::	"have sovereign power; ""Henry VIII reigne..."	the period during which a monarch is sov...
reign%2:41:00::	event	reign%1:26:00::	"have sovereign power; ""Henry VIII reigne..."	royal authority; the dominion of a monar...
relapse%2:30:00::	event	relapse%1:04:00::	"deteriorate in health; ""he relapsed"""	a failure to maintain a higher state
relapse%2:29:00::	event	relapse%1:04:00::	"go back to bad behavior; ""Those who reci..."	a failure to maintain a higher state
relay%2:32:00::	event	relay%1:04:00::	"pass along; ""Please relay the news to th..."	the act of passing something along from ...
release%2:41:00::	event	release%1:04:01::	grant freedom to; free from confinement	the act of liberating someone or somethi...
release%2:35:01::	event	release%1:04:03::	let (something) fall or spill from a con...	the act of allowing a fluid to escape
release%2:29:01::	event	release%1:22:00::	"eliminate (a substance); ""combustion pro..."	a process that liberates or discharges s...
release%2:29:00::	event	release%1:22:00::	generate and separate from cells or bodi...	a process that liberates or discharges s...
relish%2:37:00::	event	relish%1:12:02::	derive or receive pleasure from; get enj...	vigorous and enthusiastic enjoyment
remake%2:36:00::	event	remake%1:06:00::	"make new; ""She is remaking her image"""	creation that is created again or anew; ...
remand%2:41:00::	event	remand%1:04:00::	"lock up or confine, in or as in a jail; ..."	the act of sending an accused person bac...
remark%2:32:01::	event	remark%1:09:00::	"make or write a comment on; ""he commente..."	"explicit notice; ""it passed without rema..."
remark%2:32:00::	event	remark%1:10:00::	"make mention of; ""She observed that his ..."	a statement that expresses a personal op...
remedy%2:30:00::	event	remedy%1:04:00::	"set straight or right; ""remedy these def..."	act of correcting an error or a fault or...
remit%2:32:01::	event	remit%1:04:00::	refer (a matter or legal case) to anothe...	(law) the act of remitting (especially t...
rendezvous%2:41:00::	event	rendezvous%1:14:00::	meet at a rendezvous	a date; usually with a member of the opp...
rendezvous%2:41:00::	event	rendezvous%1:04:00::	meet at a rendezvous	a meeting planned at a certain time and ...
renege%2:32:00::	event	renege%1:04:00::	fail to fulfill a promise or obligation;...	the mistake of not following suit when a...
rent%2:41:00::	event	rent%1:21:00::	hold under a lease or rental agreement; ...	a payment or series of payments made by ...
rent%2:41:01::	event	rent%1:21:00::	"let for money; ""We rented our apartment ..."	a payment or series of payments made by ...
rent%2:40:01::	event	rent%1:21:00::	grant use or occupation of under a term ...	a payment or series of payments made by ...
rent%2:40:00::	event	rent%1:21:00::	engage for service under a term of contr...	a payment or series of payments made by ...
repair%2:30:00::	event	repair%1:04:00::	restore by replacing a part or putting t...	the act of putting something in working ...
repeal%2:32:00::	event	repeal%1:04:00::	"cancel officially; ""He revoked the ban o..."	the act of abrogating; an official or le...
repeat%2:41:00::	event	repeat%1:11:00::	"do over; ""They would like to take it ove..."	"an event that repeats; ""the events today..."
repeat%2:36:00::	event	repeat%1:11:00::	"make or do or perform again; ""He could n..."	"an event that repeats; ""the events today..."
repeat%2:36:01::	event	repeat%1:11:00::	repeat an earlier theme of a composition...	"an event that repeats; ""the events today..."
repeat%2:32:00::	event	repeat%1:11:00::	"to say, state, or perform again; ""She ke..."	"an event that repeats; ""the events today..."
repeat%2:30:00::	event	repeat%1:11:00::	"happen or occur again; ""This is a recurr..."	"an event that repeats; ""the events today..."
replay%2:36:01::	event	replay%1:04:00::	"reproduce (a recording) on a recorder; ""..."	the immediate rebroadcast of some action...
reply%2:32:00::	event	reply%1:10:00::	"react verbally; ""She didn't want to answ..."	the speech act of continuing a conversat...
report%2:32:13::	event	report%1:10:01::	be responsible for reporting the details...	"the act of informing by verbal report; ""..."
report%2:32:13::	event	report%1:10:00::	be responsible for reporting the details...	"a short account of the news; ""the report..."
report%2:32:04::	event	report%1:10:03::	announce as the result of an investigati...	a written document describing the findin...
report%2:32:00::	event	report%1:10:03::	to give an account or representation of ...	a written document describing the findin...
report%2:32:00::	event	report%1:10:01::	to give an account or representation of ...	"the act of informing by verbal report; ""..."
report%2:32:00::	event	report%1:10:00::	to give an account or representation of ...	"a short account of the news; ""the report..."
repose%2:35:02::	event	repose%1:04:00::	lean in a comfortable resting position; ...	freedom from activity (work or strain or...
reprieve%2:42:00::	event	reprieve%1:04:00::	postpone the punishment of a convicted c...	the act of reprieving; postponing or rem...
reprieve%2:41:00::	event	reprieve%1:26:00::	relieve temporarily	a (temporary) relief from harm or discom...
reprimand%2:32:01::	event	reprimand%1:10:00::	"censure severely or angrily; ""The mother..."	an act or expression of criticism and ce...
reprimand%2:32:00::	event	reprimand%1:10:00::	rebuke formally	an act or expression of criticism and ce...
reprint%2:36:00::	event	reprint%1:10:00::	"print anew; ""They never reprinted the fa..."	a separately printed article that origin...
reprint%2:36:00::	event	reprint%1:10:01::	"print anew; ""They never reprinted the fa..."	a publication (such as a book) that is r...
reproof%2:32:00::	event	reproof%1:10:00::	"censure severely or angrily; ""The mother..."	an act or expression of criticism and ce...
repulse%2:35:00::	event	repulse%1:10:00::	cause to move back by force or influence...	an instance of driving away or warding o...
repulse%2:33:00::	event	repulse%1:10:00::	"force or drive back; ""repel the attacker..."	an instance of driving away or warding o...
repurchase%2:40:00::	event	repurchase%1:04:00::	"buy what had previously been sold, lost,..."	the act of purchasing back something pre...
request%2:32:13::	event	request%1:10:00::	"inquire for (information); ""I requested ..."	the verbal act of requesting
request%2:32:02::	event	request%1:10:01::	"ask (a person) to do something; ""She ask..."	a formal message requesting something th...
request%2:32:02::	event	request%1:10:00::	"ask (a person) to do something; ""She ask..."	the verbal act of requesting
request%2:32:01::	event	request%1:10:00::	express the need or desire for; ask for;...	the verbal act of requesting
requisition%2:40:00::	event	requisition%1:10:00::	"demand and take for use or service, espe..."	the act of requiring; an authoritative r...
rerun%2:36:00::	event	rerun%1:10:00::	"rerun a performance of a play, for examp..."	"a program that is broadcast again; ""she ..."
rerun%2:32:00::	event	rerun%1:10:00::	"broadcast again, as of a film"	"a program that is broadcast again; ""she ..."
rescue%2:41:00::	event	rescue%1:04:00::	free from harm or evil	recovery or preservation from loss or da...
research%2:32:00::	event	research%1:09:00::	attempt to find out in a systematically ...	"a search for knowledge; ""their pottery d..."
research%2:31:00::	event	research%1:09:00::	"inquire into; ""the students had to resea..."	"a search for knowledge; ""their pottery d..."
research%2:31:00::	event	research%1:04:00::	"inquire into; ""the students had to resea..."	systematic investigation to establish fa...
reshuffle%2:35:00::	event	reshuffle%1:04:00::	"shuffle again; ""So as to prevent cheatin..."	"shuffling again; ""the gambler demanded a..."
reshuffle%2:30:01::	event	reshuffle%1:04:01::	reorganize and assign posts to different...	"a redistribution of something; ""there wa..."
resolve%2:32:00::	event	resolve%1:10:00::	reach a conclusion after a discussion or...	a formal expression by a meeting; agreed...
resolve%2:31:02::	event	resolve%1:10:00::	"reach a decision; ""he resolved never to ..."	a formal expression by a meeting; agreed...
resolve%2:31:01::	event	resolve%1:10:00::	"bring to an end; settle conclusively; ""T..."	a formal expression by a meeting; agreed...
resort%2:41:11::	event	resort%1:04:00::	"have recourse to; ""The government resort..."	"act of turning to for assistance; ""have ..."
respect%2:31:00::	event	respect%1:04:03::	"regard highly; think much of; ""I respect..."	a courteous expression (by word or deed)...
respite%2:42:01::	event	respite%1:04:01::	postpone the punishment of a convicted c...	the act of reprieving; postponing or rem...
rest%2:41:00::	event	rest%1:04:00::	"be inactive, refrain from acting; ""The c..."	freedom from activity (work or strain or...
rest%2:35:00::	event	rest%1:26:00::	not move; be in a resting position	"a state of inaction; ""a body will contin..."
rest%2:32:01::	event	rest%1:26:00::	"give a rest to; ""He rested his bad leg"";..."	"a state of inaction; ""a body will contin..."
rest%2:32:01::	event	rest%1:28:00::	"give a rest to; ""He rested his bad leg"";..."	"a pause for relaxation; ""people actually..."
rest%2:32:00::	event	rest%1:28:00::	take a short break from one's activities...	"a pause for relaxation; ""people actually..."
result%2:42:02::	event	result%1:19:00::	"have as a result or residue; ""The water ..."	a phenomenon that follows and is caused ...
result%2:42:00::	event	result%1:19:00::	"issue or terminate (in a specified way, ..."	a phenomenon that follows and is caused ...
result%2:42:00::	event	result%1:11:00::	"issue or terminate (in a specified way, ..."	"something that results; ""he listened for..."
retail%2:42:00::	event	retail%1:04:00::	"be sold at the retail level; ""These gems..."	the selling of goods to consumers; usual...
retail%2:40:00::	event	retail%1:04:00::	sell on the retail market	the selling of goods to consumers; usual...
retake%2:32:00::	event	retake%1:04:00::	"photograph again; ""Please retake that sc..."	a shot or scene that is photographed aga...
retch%2:29:01::	event	retch%1:04:00::	make an unsuccessful effort to vomit; st...	an involuntary spasm of ineffectual vomi...
retch%2:29:00::	event	retch%1:04:00::	eject the contents of the stomach throug...	an involuntary spasm of ineffectual vomi...
rethink%2:31:00::	event	rethink%1:09:00::	"change one's mind; ""He rethought his dec..."	thinking again about a choice previously...
retort%2:32:00::	event	retort%1:10:00::	answer back	a quick reply to a question or remark (e...
retrospect%2:31:00::	event	retrospect%1:09:00::	"look back upon (a period of time, sequen..."	"contemplation of things past; ""in retros..."
return%2:40:03::	event	return%1:10:02::	"return in kind; ""return a compliment""; ""..."	a quick reply to a question or remark (e...
return%2:40:08::	event	return%1:04:02::	"give back; ""render money"""	"getting something back again; ""upon the ..."
return%2:38:12::	event	return%1:04:00::	bring back to the point of departure	the act of going back to a prior locatio...
return%2:38:00::	event	return%1:04:01::	"go or come back to place, condition, or ..."	"a coming to or returning home; ""on his r..."
return%2:38:00::	event	return%1:04:00::	"go or come back to place, condition, or ..."	the act of going back to a prior locatio...
return%2:35:01::	event	return%1:04:05::	"make a return; ""return a kickback"""	(American football) the act of running b...
return%2:32:01::	event	return%1:10:02::	answer back	a quick reply to a question or remark (e...
return%2:30:00::	event	return%1:11:02::	"go back to a previous state; ""We reverte..."	the occurrence of a change in direction ...
revel%2:41:00::	event	revel%1:04:00::	"celebrate noisily, often indulging in dr..."	unrestrained merrymaking
revenge%2:33:00::	event	revenge%1:04:00::	"take revenge for a perceived wrong; ""He ..."	action taken in return for an injury or ...
reverse%2:32:00::	event	reverse%1:24:00::	"cancel officially; ""He revoked the ban o..."	"a relation of direct opposition; ""we tho..."
reverse%2:30:01::	event	reverse%1:04:01::	turn inside out or upside down	turning in the opposite direction
reverse%2:30:00::	event	reverse%1:24:00::	"change to the contrary; ""The trend was r..."	"a relation of direct opposition; ""we tho..."
reverse%2:30:00::	event	reverse%1:04:01::	"change to the contrary; ""The trend was r..."	turning in the opposite direction
review%2:31:02::	event	review%1:04:02::	hold a review (of troops)	"a formal or official examination; ""the p..."
review%2:31:00::	event	review%1:04:03::	"look at again; examine again; ""let's rev..."	(law) a judicial reexamination of the pr...
review%2:31:00::	event	review%1:04:00::	"look at again; examine again; ""let's rev..."	a subsequent examination of a patient fo...
review%2:31:00::	event	review%1:09:00::	"look at again; examine again; ""let's rev..."	a new appraisal or evaluation
revise%2:32:00::	event	revise%1:10:00::	"make revisions in; ""revise a thesis"""	the act of rewriting something
revoke%2:33:04::	event	revoke%1:04:00::	fail to follow suit when able and requir...	the mistake of not following suit when a...
revolt%2:41:00::	event	revolt%1:04:00::	"make revolution; ""The people revolted wh..."	organized opposition to authority; a con...
reward%2:40:00::	event	reward%1:11:00::	act or give recompense in recognition of...	a recompense for worthy acts or retribut...
reward%2:32:00::	event	reward%1:04:01::	"strengthen and support with rewards; ""Le..."	an act performed to strengthen approved ...
rhumba%2:38:00::	event	rhumba%1:10:00::	dance the rhumba	syncopated music in duple time for danci...
rhyme%2:42:00::	event	rhyme%1:10:00::	"be similar in sound, especially with res..."	correspondence in the sounds of two or m...
rib%2:32:00::	event	rib%1:10:00::	"subject to laughter or ridicule; ""The sa..."	a teasing remark
rick%2:29:00::	event	rick%1:26:00::	"twist suddenly so as to sprain; ""wrench ..."	a painful muscle spasm especially in the...
ricochet%2:38:00::	event	ricochet%1:11:00::	spring back; spring away from an impact;...	a glancing rebound
riddle%2:32:00::	event	riddle%1:10:00::	speak in riddles	a difficult problem
riddle%2:31:01::	event	riddle%1:10:00::	"set a difficult problem or riddle; ""ridd..."	a difficult problem
ride%2:42:03::	event	ride%1:04:00::	"have certain properties when driven; ""Th..."	a journey in a vehicle (usually an autom...
ride%2:42:00::	event	ride%1:04:00::	continue undisturbed and without interfe...	a journey in a vehicle (usually an autom...
ride%2:38:04::	event	ride%1:04:00::	"sit on and control a vehicle; ""He rides ..."	a journey in a vehicle (usually an autom...
ride%2:38:00::	event	ride%1:04:00::	be carried or travel on or in a vehicle;...	a journey in a vehicle (usually an autom...
ride%2:38:07::	event	ride%1:04:00::	"ride over, along, or through; ""Ride the ..."	a journey in a vehicle (usually an autom...
ridicule%2:32:00::	event	ridicule%1:04:00::	"subject to laughter or ridicule; ""The sa..."	the act of deriding or treating with con...
riff%2:36:00::	event	riff%1:10:00::	play riffs	a jazz ostinato; usually provides a back...
riffle%2:38:00::	event	riffle%1:11:00::	stir up (water) so as to form ripples	a small wave on the surface of a liquid
riffle%2:35:00::	event	riffle%1:04:00::	shuffle (playing cards) by separating th...	shuffling by splitting the pack and inte...
rig%2:41:00::	event	rig%1:04:00::	arrange the outcome of by means of decei...	the act of swindling by some fraudulent ...
rig%2:40:00::	event	rig%1:04:00::	"manipulate in a fraudulent manner; ""rig ..."	the act of swindling by some fraudulent ...
right%2:41:00::	event	right%1:21:00::	"make reparations or amends for; ""right a..."	(frequently plural) the interest possess...
rime%2:42:00::	event	rime%1:10:00::	"be similar in sound, especially with res..."	correspondence in the sounds of two or m...
ring%2:39:04::	event	ring%1:07:00::	"ring or echo with sound; ""the hall resou..."	"a characteristic sound; ""it has the ring..."
